question,label
"A landowner and a developer own adjoining lots in the central portion of the city. Each of their lots had an office building built on it. The developer decided to raze the existing building on her lot and to erect a building of greater height. The developer has received all governmental approvals required to pursue her project. When the building was completed, the homeowner discovered that the shadow created by the new higher building placed her building in such deep shade that her ability to lease space was diminished and that the rent she could charge and the occupancy rate were substantially lower. Assume that these facts are proved in an appropriate action that the landowner instituted against the developer for all and any relief available. Which of the following is the most appropriate comment concerning this lawsuit?
a. The landowner is entitled to a mandatory injunction requiring the developer to restore conditions to those existing with the prior building insofar as the shadow is concerned.
b. The court should award permanent damages, in lieu of an injunction, equal to the present value of all rents lost and loss on rents for the reasonable life of the building.
c. The court should award damages for losses suffered to the date of trial and leave open recovery of future damages.
d. Judgment should be for the developer, because the investor has no cause of action.
",D
"A man was prosecuted for the alleged murder of his estranged wife. At trial, the government was allowed to present the testimony of several women who testified to having flirtatious or sexual encounters with the defendant over the past 20 years prior to the homicide. None of the testimony showed any such activity within three years of the murder date, and none of it showed any violent tendencies of the defendant or intentions expressed that he wanted to kill his wife. The defendant had an alibi for the time of the crime and presented many alibi witnesses. The government claimed that it was showing motive by proving the defendant's proclivity for extra-marital affairs over the years and therefore his bad relationship with his wife. The jury convicted him after hearing the testimony of 10 women regarding defendant's various sexual contacts with them over prior years. The defendant appealed the murder conviction, claiming that the women's testimony was prejudicial and inflammatory and showed only bad character, which is not admissible under evidentiary rules. Will the appeals court likely reverse the conviction and order a new trial?
a. Yes, the trial was unfair in presenting testimony of women going back over 20 years; it would have been proper to admit such testimony only as to the five years preceding the crime.
b. Yes, the defendant did not receive a fair trial; the testimony of the women only showed his bad character but because they were old incidents and not continuing, they did not allow a permissible inference that these affairs gave him a motive to kill his spouse.
c. No, if the testimony was admitted in error it was harmless error that did not sway the jury one way or another and so the defendant got a fair trial in all other respects.
d. No, the testimony was admissible because it tended to show a pattern of ""transferred intent"" that proved the defendant's great hostility to his wife, and his need to eliminate her from his life so that he could go back to having a wild life.
",B
"A farmer owned a 40-acre tract of farmland located in a small southern town. The farmer leased the property and building thereon to a tenant for a term of seven years commencing on February 15, 2000 and terminating at 12:00 noon on February 15, 2007. The lease contained the following provision:""Lessee covenants to pay the rent of $5,000 per month on the 15th day of each month and to keep the building situated upon said leased premises in as good repair as it was at the time of said lease until the expiration thereof. "" The lease also contained a provision giving the tenant the option to purchase 10 acres of the tract for $150,000 at the expiration of the lease term. Before the lease was executed, the farmer orally promised the tenant that he (the farmer) would have the 10-acre tract surveyed. During the last year of the lease, the tenant decided to exercise the option to purchase the 10 acres of the tract. Without the farmer's knowledge, the tenant began to build an irrigation ditch across the northern section of the property. When the tenant notified the farmer that he planned to exercise the option, the farmer refused to perform. The farmer also informed the tenant that he never had the 10-acre tract surveyed. If the tenant brings suit for specific performance, which of the following is the farmer's best defense?
a. The option agreement was unenforceable under the parol evidence rule.
b. The farmer's failure to survey the 10-acre tract excused him from further obligations under the contract.
c. The description of the property was too indefinite to permit the remedy sought.
d. The option was unenforceable because it lacked separate consideration.
",C
"Two brothers broke into the home of a bank's president and kidnapped the president's wife. The brothers took the wife hostage, pointed a gun at her head, and demanded that she drive them in her car to their hideout. As the wife was driving down the street, a woman pushing her baby in a stroller suddenly stopped in the middle of the intersection. In order to avoid hitting the woman and her child, the wife veered the car to the left, and intentionally struck a bystander, instantly killing him. If the wife is subsequently prosecuted for the murder of the bystander, she will most likely be found
a. guilty, because she intentionally veered the car, striking the bystander.
b. not guilty, by reason of necessity.
c. not guilty, by reason of duress.
d. not guilty, by reason of self-defense.
",B
"A bank teller was on trial for embezzlement. The prosecution offered into evidence the bank's daily deposit and tally records for a six month period, to show that total deposits did not reconcile with the total funds received and recorded. The prosecution tried to enter the records as exhibits without certification or the testimony of an official bank custodian of records. Defense counsel objected on the basis of hearsay. Is the court likely to order the evidence inadmissible without further proof of authenticity?
a. No, because the trial court has wide discretion in allowing documentary evidence that is regularly kept by a business.
b. Yes, because a qualified bank employee must first authenticate them in person or provide a certification in compliance with the rules.
c. No, because business records kept on a regular basis are allowed as an exception to the hearsay rule and no further qualification is required.
d. Yes, because bank records are not included in the hearsay exception for business records.
",B
"A collector regularly bought and sold coins. One day, she saw an advertisement in a coin collectors' magazine advertising for sale a rare coin from 1898 for $10,000. She immediately contacted the seller and asked about the quality of the coin. The seller assured her that the coin was in mint condition. The collector then agreed to purchase the coin for $10,000. The contract stipulated that delivery would be ""F. O. B. at the collector's establishment,"" with payment to be made one week after delivery. The seller stated that the coin would be shipped out at the end of the week. When the collector received the coin, she noticed that the coin had a large scratch across the face. Nonetheless, the collector accepted delivery. Two weeks later, the collector sold the coin to another collector for $12,000. The collector has refused to pay anything to the seller. The seller brought a breach of contract action against the collector, who, in turn, has filed a counterclaim against the seller. Who is most likely to prevail, and in what amount?
a. The collector is entitled to nominal damages, because the coin was received in a damaged condition.
b. Neither party should prevail, because the risk of loss was on the seller, but the collector did not incur any loss, since she sold the coin for a profit.
c. The seller is entitled to $10,000, because the collector accepted delivery of the coin.
d. The seller is entitled to $12,000, because the collector's resale constituted a conversion.
",C
"In a suit between a plaintiff and a defendant arising out of an automobile accident, a bystander wascalled to the stand to testify that the defendant had driven through a red traffic light immediately before the collision. On cross-examination by the defense, the bystander admitted to having made a prior statement to a friend that he was not sure if the traffic signal was yellow or red when the defendant drove through the intersection. The trial judge should
a. permit the jury to consider the prior statement as substantive evidence.
b. permit the defendant to call other witnesses to confirm the fact that the prior statement had been made.
c. on request by the defendant, instruct the jury that the bystander's testimony that the defendant had driven through the red light bedisregarded.
d. on request by the plaintiff, instruct the jury that the prior statement may be used only toimpeach the bystander's credibility, and not as substantive evidence.
",D
"The police arrested a man for the murder of his live-in fiancÃ©e after the woman's dead body was found in the basement of their apartment building. At trial, the prosecution attempted to present the testimony of the victim's out-of-state sister regarding a telephone conversation she had with the defendant. She had called their landline number to talk with her sister on the same day when he had first reported to the police that his fiancÃ© had been missing for five days. The sister had not met the man but had spoken with him briefly a few other times. He told her that her sister ""went out all night last night and did not return yet."" The prosecution attempted at trial to have the sister testify to the conversation to show the significant discrepancy between his stories to the police and to her. The defense objected, arguing that she couldn't authenticate the conversation because she couldn't identify the speaker as the defendant nor had she ever met him. The prosecution told the court that she felt it was ""probably"" his voice, which she recollected from the prior talks at the same number. Will the court likely grant the defendant's objection to the testimony?
a. Yes, because the sister does not have sufficient experience and knowledge to be able to identify the man's voice and to say that the voice and the defendant were the same person.
b. Yes, because the conversation is hearsay and there are no exceptions that would allow it into evidence.
c. No, because there was sufficient circumstantial evidence to make a reasonable conclusion that the man she talked to was her sister's fiancÃ©.
d. No, because telephone conversations do not need to be authenticated, because there is a presumption that the person talking is the same person who owns the phone number.
",C
"Where a client accepts the services of an attorney without an agreement concerning the amount of the fee, there is
a. An implied-in-fact contract.
b. An implied-in-law contract.
c. An express contract.
d. No contract.
",A
"Two people who have been cohabitating decide to get married. The man asks the woman to agree that all of his property that he now owns will remain in his name if they ever get divorced. She agrees to that but demands a written document. However, they got married without having signed anything. Three months later, the husband leaves the wife for another woman. He sends her notice to vacate the home due to their prenuptial agreement. When she doesn't move, husband sues, asking for enforcement of the oral prenuptial contract. Will the court likely enforce the husband's claim?
a. Yes, because the consideration for the contract was the marriage and the consummation of the marriage made the contract complete and enforceable.
b. Yes, because prenuptial agreements are given the benefit of the doubt when it comes to enforcement decisions.
c. No, because a contract in consideration of marriage must be in writing and the prenuptial was therefore not legal as long as it remained oral.
d. No, because husband did not live up to his promise to put the agreement in writing and therefore he was guilty of fraud.
",C
"A pedestrian domiciled in State A was crossing a street in State B when he was hit by a car driven by a citizen of a foreign country. Both the pedestrian and the driver suffered injuries. The pedestrian filed a negligence action against the driver in a federal district court in State B, seeking $100,000 in damages. The driver believes that the pedestrian was crossing the street illegally and is therefore responsible for the accident. The driver seeks an attorney's advice on how best to respond to the action. Assume that State B is a contributory negligence state. How should the attorney advise the driver to respond?
a. File an answer raising the affirmative defense of contributory negligence and asserting a counterclaim for negligence, seeking damages for the driver's injuries.
b. File an answer raising the affirmative defense of contributory negligence and defense of contributory negligence and move for judgment on the pleadings.
c. Move to dismiss for lack of personal jurisdiction, because the driver is not a citizen of State B.
d. Move to dismiss for lack of subject-matter jurisdiction, because the driver is not a U.S. citizen.
",A
"A defendant is charged with murder and relies upon a claim of self-defense. At trial, the defendant attempts to show that prior to the killing, he was told by a drinking buddy that ""The victim has killed five men and would as soon kill a man as look at him. ""If the statement by the drinking buddy is offered into evidence to prove that the victim, in fact, killed the five men, the statement should be ruled
a. admissible, because the statement is offered to demonstrate its effect on the defendant.
b. admissible, because it qualifies under the state of mind exception to the hearsay rule.
c. inadmissible, because it is hearsay not within any recognized exception.
d. inadmissible, because it is self-serving.
",C
"One afternoon a motorist was driving her car when she struck a pedestrian who entered the intersection. The pedestrian was seriously injured in the accident and sued the motorist to recover damages for personal injuries. There were no witnesses to the accident. The motorist claims that the traffic light was green at the time she entered the intersection. The pedestrian now has amnesia and cannot remember how the accident occurred. At trial, the pedestrian's attorney calls a witness to testify. The witness proposes to testify that she was in the emergency room at the hospital when the pedestrian was brought in following the accident. The witness further testifies that while the pedestrian was being treated for his injuries, the nurse asked him, ""How did you get hurt?"" The pedestrian replied, ""The car ran the red light and struck me as I was walking through the intersection. ""Upon objection, this evidence is
a. admissible as a statement made for purposes of medical treatment and diagnosis.
b. admissible as a present sense impression.
c. inadmissible, because the witness was eavesdropping on a confidential communication between the pedestrian and a hospital representative.
d. inadmissible, because it is hearsay not within any recognized exception.
",D
"A new gang member, hoping to impress the gang's leader, pointed a gun at a pedestrian and ordered her to give him her expensive watch, which she did. The gang member then tossed the watch to the gang leader, who was standing nearby. Although totally surprised by this act, the gang leader put the watch in his pocket. The pedestrian ran away. What crime did the gang leader commit?
a. Accessory after the fact to robbery.
b. Accomplice to robbery.
c. Conspiracy to commit robbery.
d. Receiving stolen property.
",C
"A buyer, located on the west coast contacted a seller, located on the east coast, about purchasing flanges that the buyer used in their manufacturing process. The parties entered into a contract whereby the seller agreed to deliver to the buyer 1,000 flanges for $10,000. The contract stipulated that it was FOB at the seller's place of business. The seller then delivered the flanges to a delivery company, which was to transport them to the buyer. While en route, the vehicle that was transporting the flanges was involved in an accident and the flanges were destroyed. When the buyer received notice of the accident, the buyer immediately contacted the seller and demanded that it ship replacement flanges. The seller refused to do so. In an action by the buyer against the seller for breach of contract, the buyer will
a. succeed, because the risk of loss was on the seller.
b. succeed, because the carrier was the seller's agent.
c. not succeed, because the risk of loss was on the buyer.
d. not succeed, because of frustration of purpose.
",C
"Which reason may constitute sufficient good cause or excusable neglect to enable a litigant to file a late notice of appeal past the 30-day deadline?
a. The district court judge assured the litigant that the late filing would be permitted.
b. The litigant's original attorney neglected to file notice on time, and now the litigant has retained a new attorney to file the appeal and has also sued the former attorney for malpractice.
c. The litigant ran a red light causing a car crash just before the judgment was rendered, and was in the hospital for two months recovering.
d. Opposing counsel agreed not to object to the late notice of appeal.
",C
"A man, his brother and his friend all discuss murdering the man's neighbor because the neighbor took some shots at the man's dog but he missed. They agree on a plan. They decided on strychnine poisoning, which the friend told them how to get and they went and got it. When they asked the friend to go forward in poisoning the victim, he refused, saying, ""I'm was only here for planning and advice, but I never intended to commit murder."" The man and his brother took the poison to a meeting with the neighbor, but he wouldn't drink. They were caught and arrested. The statute requires an overt act for criminal conspiracy. Which of the following most accurately states the criminal responsibility of each of the three men?
a. The man and his brother have committed criminal conspiracy and attempted murder.
b. The man and his brother are guilty of conspiracy but not attempted murder.
c. The man and his brother are guilty of conspiracy and attempted murder, but the friend is guilty of nothing.
d. The man and his brother are guilty of conspiracy and attempted murder, and the friend is guilty of criminal conspiracy.
",D
"An investor owned a four-story office building located in downtown. The building was old and badly in need of renovation. To finance the improvements, the investor borrowed $125,000 from his friend. As consideration for the loan, the investor executed a promissory note for $125,000 payable to the friend in one year and secured by a mortgage on the building. The mortgage was dated January 1, and was recorded January 2. Thereafter, on February 1, the investor executed a deed absolute on the building and named the friend as grantee. This deed, although absolute in form, was intended only as additional security for the payment of the debt. In order to make judicial foreclosure unnecessary and to eliminate the right to redeem, the investor then delivered the deed to his nephew in escrow with instructions to deliver the deed to the friend if the investor failed to pay his promissory note at maturity. On January 1 of the following year, the investor failed to pay the note when it came due. Thereupon, the nephew, in accordance with the escrow instructions, delivered the investor's deed on the office building to the friend, which the friend promptly and properly recorded. Two weeks later, the investor tendered the $125,000 indebtedness to the friend. When the friend refused to accept it, the investor brought an appropriate action to set aside and cancel the deed absolute and to permit the redemption of the building from the friend. Conversely, the friend counterclaimed to quiet title and argued that the deed absolute was intended as an outright conveyance upon default. The court should enter a judgment that will grant the relief sought by
a. the investor, but only if the investor can establish that the mortgage takes precedence over the deed absolute because it was executed earlier in time.
b. the investor, because the deed absolute did not extinguish his right of redemption.
c. the friend, because the deed absolute effectuated an outright conveyance that extinguished the redemption interest sought to be retained by the investor.
d. the friend, because the investor is estopped to deny the effect of the deed absolute in conjunction with the escrow arrangement.
",B
"A woman leased a condo from the owner for a period of one year. After six months, the owner gave the woman a written option to purchase the condo for $100,000 before the expiration of the lease. With the owner's approval, the woman spent $10,000 to have the kitchen remodeled to her personal specifications. One month before the end of the lease, the owner notified the woman that he was revoking the option to purchase the condo. One week later, the woman delivered a written notice of acceptance of the option, but the owner refused to sell. If the woman initiates suit for breach of contract, which of the following is her strongest argument that an enforceable contract was formed between her and the owner?
a. Because the woman had until the expiration of the lease to accept the offer, the owner's revocation would be ineffective.
b. Because the owner was a merchant, the written offer was irrevocable for a period not exceeding three months.
c. Because the owner's offer invited a return promise as acceptance, the woman manifested her intent to accept by remodeling the kitchen.
d. After the woman paid to have the kitchen remodeled, an option contract resulted, because the owner knew the woman was relying on the offer to her detriment.
",D
"A grain broker specializes in exotic grains for the growing organic-food market. Using his network of contacts across the globe, he is able to find sources for almost any kind of grain, grown anywhere in the world, to be shipped anywhere in the world. Last year, an organic food co-op asked the grain broker to find quinoa for them. The grain broker said, ""I'll do it. It'll cost you market rate plus the commission. "" The grain broker found the quinoa and had it shipped to the co-op at a cost of $15 per bushel plus a 20% commission. The co-op paid $15 per bushel plus an 8% commission. The grain broker brought suit, claiming that the appropriate commission was 20%. The grain broker introduced business records and other documentary evidence establishing that he normally charges a commission of between 10% and 20% for grains, with a higher commission for more exotic grains. The owner of the co-op called another grain broker, a competitor of the plaintiff, to testify. The witness testified that he never charges more than an 8% commission when asked to locate exotic grains for his customers. The trial judge should rule this testimony
a. admissible as evidence of customary business practices in the community.
b. admissible as a proper lay opinion.
c. inadmissible as hearsay.
d. inadmissible as irrelevant.
",A
"A construction contractor brought a breach of contract claim in federal court against a homeowner who had hired the contractor to build an apartment over an existing garage. The action turned on the scope of the work covered by the contract. The contractor and the homeowner were the only witnesses at the bench trial, and they strongly disagreed about the scope of the work. At the end of the trial, the judge stated findings of fact on the record but never issued a written opinion. Neither party objected to the findings. The judge found in favor of the homeowner, and the contractor appealed. Is the appellate court likely to overturn the findings?
a. No, because the appellate court must give due regard to the trial judge's opportunity to determine witness credibility.
b. No, because the contractor failed to object to the findings when the judge stated them in open court.
c. Yes, because a judge must set forth findings of fact in a written opinion or memorandum of decision.
d. Yes, because there were disputed issues of fact at trial.
",A
"Over the last several years, the economy of a state has substantially changed. The state's economy used to be based solely on heavy industry. However, the state legislature approved legalized gambling within the state. As a consequence, many casinos and new hotels were built and the state's economy boomed. These moves were often induced by the granting by the state of special tax benefits for the construction of new casinos and hotels under state statutes. Recently, however, neighboring states have legalized gambling and offered greater tax incentives to the gaming industry. As a result, many of the casino and hotel owners have begun to leave the state. The unemployment and social welfare benefits the state has had to pay have substantially increased, burdening the remaining casinos, and also making it difficult for the state to lower its taxes to remain competitive with other states. On account of this predicament, the state legislature passed, and the governor duly signed, an emergency bill into law. According to the statute, the state imposed a one cent tax on the playing of any slot machine in any gambling casino. Since virtually all the slot machines required a payment of either a dime, quarter, or dollar, the imposition of this tax required a major costly adaptation on each slot machine to allow for the deposit of the additional one cent tax. Although many casino owners have complained about the tax, their only alternative is to absorb the tax themselves and lose one cent per game. As a consequence of the tax, fewer slot machines are purchased in the state by the casino owners. No manufacturer of slot machines is located in the state. Which of the following constitutional provisions provide the strongest ground to attack the validity of the state tax bill?
a. The commerce clause.
b. The equal protection clause of the Fourteenth Amendment.
c. The due process clause of the Fourteenth Amendment.
d. The privileges and immunities clause of Article IV, Section 2.
",A
"A young boy and a young girl were playing with a football on the sidewalk next to a street. They were laughing as they pushed and pulled each other, trying to get the ball and keep it away from each other. Just as a car approached on the street, the girl lost her balance and fell off the sidewalk and into the street. The driver of the car tried to swerve to avoid her, but ran over her leg. The girl suffered a broken leg. If the girl's parents assert a claim on her behalf against the driver to recover damages for her injuries, they will most likely
a. prevail, unless the driver was driving his vehicle within the posted speed limit.
b. prevail, unless the girl fell because the boy negligently pushed her toward the street.
c. not prevail, unless the driver was driving negligently when the accident occurred.
d. not prevail, unless the driver had the last clear chance to avoid the accident
",C
"In which of the following stages does an indigent person not have the Sixth Amendment right to counsel?
a. Preliminary Hearing
b. Arraignment
c. investigative surveillance
d. Post-charge lineups
",C
"Following their law school graduation party, a graduate and his roommate were driving home in an automobile that was owned and operated by the graduate. As they were approaching an intersection, their vehicle collided with a motorcycle whose rider was seriously injured in the accident. The rider sued the graduate for operating his motor vehicle in excess of the speed limit. In addition, the roommate brought suit against the rider for operating his motorcycle negligently and driving through a red light. The roommate subsequently reached an out- of-court settlement with the graduate and dismissed the lawsuit against him. At trial against the rider, the roommate testified that he observed the rider drive his motorcycle through a red light and then swerve into the path of the graduate's automobile. In rebuttal, the rider offered into evidence the roommate's complaint against the graduate alleging that the latter was driving ""at an excessively high rate of speed at the time the accident occurred. ""The complaint is
a. admissible as an admission.
b. admissible as a declaration against interest.
c. admissible under the former testimony exception to the hearsay rule.
d. inadmissible, because the suit was dismissed as part of a compromise.
",A
"A patient in a hospital was placed in a wheelchair with his broken leg extended straight out in front of him. As a nurse employed by the hospital was pushing the wheelchair through a set of automatic doors at a normal pace, the doors closed on the patient's foot, injuring it. The nurse attempted to pull the wheelchair back through the doors. This action caused the doors to close more tightly on the patient's foot, injuring it further. The patient sued the hospital, alleging improper maintenance of the doors. The patient has produced no evidence of specific conduct or neglect on the part of the hospital that would have caused the automatic doors to malfunction. The hospital has moved for summary judgment. Should the court grant the hospital's motion?
a. No, because a jury could find that there was a latent defect in the doors.
b. No, because a jury could find the hospital liable for negligence based on res ipsa loquitur.
c. Yes, because proof of an accident, by itself, does not establish that an injured person was a victim of negligence.
d. Yes, because the nurse's action was a superseding cause of the injury. 
",B
"Doug Dogman had a domesticated golden retriever named Rover. Rover was a good, friendly dog who loved to run and chase cars but had never hurt anyone. One dark evening before the street lights turned on, Rover was chasing cars in the street, and Ginny Grandmother, aged 85, swerved to avoid hitting the dog. As she swerved, Ginny hit a parked car and suffered a head injury. If Ginny brings suit against Doug Dogman under a strict liability theory, the court will likely find for
a. Ginny, because Doug's dog was a cause in fact of Ginny's injuries.
b. Doug, because Retriever is a domesticated animal.
c. Doug, unless a statute or ordinance bans unleashed dogs on public streets.
d. Doug, because the strict liability rule for dogs would not include dogs not displaying vicious propensities.
",D
"A state passed a statute stating that it will pay for one-half of the tuition for any student attending a private school, whether religious or secular, as long as the school meets the educational requirements established by the department of education. The parents of two students who attend a public high school in the state sue for a declaratory judgment and injunction in federal court, claiming that the state statute violates the establishment clause of the First Amendment. Assume that the federal court decides to hear the case on its merits. Which of the following is the state's LEAST persuasive argument for sustaining the validity of the statute?
a. The state statute benefits the parents or guardians of all the children in private schools, religious and nonreligious.
b. The primary effect of the state statute is not to advance or inhibit religion.
c. The administration of the state statute by the department of education does not foster excessive governmental entanglement with religion.
d. The state statute is a valid exercise of state regulatory action in the field of education.
",D
"Imagine an economy that produces only two goods cheese and crackers. Calculate GDP for this economy if cheese retails for $3 a pound and 10 pounds are produced while crackers sell for $2 a pound and 20 pounds are produced.
a. $35 
b. $1,200 
c. $70 
d. $150 
",C
"The reserve ratio is .10 and Mommy Morebucks withdraws $1 million from her checking account and keeps it as cash in her refrigerator. How does this withdrawal potentially impact money in circulation?
a. Decreases it by $9 million
b. Decreases it by $1 million
c. Decreases it by $100000
d. Increases it by $1 million
",A
"A balance of trade surplus can be the result of
a. a loose monetary policy.
b. foreigners having no taste for this country's products.
c. an appreciation of the country's currency.
d. low levels of income relative to other nations.
",D
"Which of the following is characteristic of a centrally planned economic system?
a. Resources are allocated based on relative prices.
b. The circular flow of goods and services minimizes the role of the federal government.
c. Private ownership of resources is fundamental to economic growth.
d. Government planners decide how best to produce goods and services.
",D
"Suppose the exchange rates are 0.5 British Pound per dollar; 10 Mexican Pesos per dollar; and 100 Chinese Yuan per dollar. Further suppose that a Big Mac costs 3 dollars in America; 2 pounds in England; 50 pesos in Mexico; and 200 yuan in China. In which country is a Big Mac most expensive?
a. America ($3).
b. England ($4).
c. Mexico ($5).
d. China ($2).
",C
"The appropriate fiscal policy to remedy a recession is to
a. increase government spending and taxes.
b. reduce government spending and taxes.
c. increase government spending and reduce taxes.
d. decrease government spending and increase taxes.
",C
"The money supply will increase as a result of which of the following?
a. A decrease in the required reserve ratio
b. An increase in the discount rate
c. The selling of bonds by the Federal Reserve
d. An increase in the fraction of deposits that must be held by banks
",A
"Which of the following would reduce economic growth?
a. A decline in investment.
b. An increase in immigration from abroad.
c. A technological advance.
d. An increase in the labor force.
",A
"GDP measures I. production II. income earned during the production process III. spending by consumers businesses governments and foreigners
a. Only I is correct.
b. Only II is correct.
c. Only III is correct.
d. I II and III are correct.
",D
"If the money supply increases what happens in the money market (assuming money demand is downward sloping)?
a. The nominal interest rates rises.
b. The nominal interest rates falls.
c. The nominal interest rate does not change.
d. Transaction demand for money falls.
",B
"GDP is $10 million consumer spending is $6 million government spending is $3 million exports are $2 million and imports are $3 million. How much is spent for investments?
a. $0 million
b. $1 million
c. $2 million
d. $3 million
",C
"Which of the following events most likely increases real GDP?
a. An increase in the real rate of interest
b. An increase in taxes
c. A decrease in net exports
d. An increase in government spending
",D
"Classical economists generally believe that I.   wages fluctuate quickly II.   Say's law does not hold III.   input and output prices will stay in line with each other IV.   the government should not worry about maintaining aggregate demand at an adequate level
a. II and IV only
b. I III and IV only
c. I and IV only
d. II and III only
",B
"A likely cause of falling Treasury bond prices might be
a. expansionary monetary policy.
b. contractionary monetary policy.
c. a depreciating dollar.
d. fiscal policy designed to reduce the budget deficit.
",B
"Sue loses her job at a shoe factory when the economy falls into a recession. Sue is
a. frictionally unemployed.
b. cyclically unemployed.
c. seasonally unemployed.
d. structurally unemployed.
",B
"The appropriate fiscal policy to remedy a recession
a. calls for the federal government to run a deficit.
b. calls for the federal government to run a surplus.
c. is increased taxes and government spending.
d. is decreased government spending and taxes.
",A
"If the economy experienced a decrease in real GDP and price level this could best be explained by
a. a decline in labor productivity.
b. a technological advance.
c. a decline in investment.
d. an uptick in net exports.
",C
"When a large increase in aggregate demand has an even greater increase in real GDP economists refer to this as
a. the balanced budget multiplier.
b. the money multiplier.
c. the foreign substitution effect.
d. the spending multiplier.
",D
"The government of a country decides to increase government spending and taxes by the same amount in order to keep a balanced budget. The MPC is 0.75. Which of the following is true of this situation? Policy Direction     Expenditure Multiplier     Tax Multiplier
a. expansionary     4     3
b. expansionary     4     -3
c. contractionary     4     3
d. contractionary     4     -3
",B
"GDP measures
a. production within a nation's borders.
b. production by a nation's citizens wherever they may be.
c. income earned by the factors of production plus depreciation and indirect business taxes.
d. (A) and (C)
",D
"Which of the following would NOT shift the aggregate supply curve?
a. An increase in the price level.
b. A decrease in the amount of resources in the economy.
c. An increase in the amount of resources in the economy.
d. An increase in technology.
",A
"Which of the following is NOT an argument for restricting trade?
a. To protect infant industry
b. To promote employment
c. To fight inflation
d. To promote a diversity of industries
",C
"Suppose the reserve ratio is 0.1. If a bank gets $200 in deposits what is the maximum amount it can lend?
a. $20 
b. $180 
c. $2,000 
d. Greater than $200 but less than $500
",B
"In order to go from national income to GDP one must
a. add depreciation expenses
b. add indirect taxes
c. subtract subsidies
d. all of the above
",D
"Suppose the price level in the United States has risen in the past year but production of goods and services has remained constant. Based on this information which of the following is true? NOMINAL GDP     REAL GDP
a. Increased     Increased
b. No change     Decreased
c. Decreased     Decreased
d. Increased     Decreased
",D
"Which of the following would likely slow a nation's economic growth?
a. Guaranteed low-interest loans for college students
b. Removal of a tax on income earned on saving
c. Removal of the investment tax credit
d. More research grants given to medical schools
",C
"The potential amount of money created after the Fed increases bank reserves will be diminished if
a. the public prefers to hold less cash.
b. the velocity of money falls.
c. depository institutions decide to hold more excess reserves.
d. the marginal propensity to consume falls.
",C
"If the short-run aggregate supply curve is horizontal it is because
a. there exist many unemployed resources so that output can be increased without increasing wages and prices.
b. any increase in output requires a corresponding increase in wages and prices.
c. increases in output cause prices to increase but wages adjust much less quickly.
d. falling interest rates increase the demand for goods and services putting upward pressure on prices.
",A
"This question is based on the following declarations: String strA = ""CARROT"", strB = ""Carrot"", strC = ""car""; Given that all uppercase letters precede all lowercase letters when considering alphabetical order, which is true?
a. strA.compareTo(strB) < 0 && strB.compareTo(strC) > 0
b. strC.compareTo(strB) < 0 && strB.compareTo(strA) < 0
c. strB.compareTo(strC) < 0 && strB.compareTo(strA) > 0
d. !(strA.compareTo(strB) == 0) && strB.compareTo(strA) < 0
",C
"A programmer is designing a program to catalog all books in a library. He plans to have a Book class that stores features of each book: author, title, isOnShelf, and so on, with operations like getAuthor, getTitle, getShelfInfo, and setShelfInfo. Another class, LibraryList, will store an array of Book objects. The LibraryList class will include operations such as listAllBooks, addBook, removeBook, and searchForBook. The programmer plans to implement and test the Book class first, before implementing the LibraryList class. The programmer’s plan to write the Book class first is an example of
a. top-down development
b. bottom-up development
c. procedural abstraction
d. information hiding
",B
"A programmer wrote the program below. The program uses a list of numbers called numList. The program is intended to display the sum of the numbers in the list.
 sum ← numList [1]
 FOR EACH value IN numList
 sum ← sum + value
 DISPLAY sum
 In order to test the program, the programmer initializes numList to [0 , 1 , 4 , 5]. The program displays 10, and the programmer concludes that the program works as intended. Which of the following is true?
a. The conclusion is correct; the program works as intended.
b. The conclusion is incorrect; the program does not display the correct value for the test case [0, 1, 4, 5].
c. The conclusion is incorrect; using the test case [0, 1, 4, 5] is not sufficient to conclude the program is correct.
d. The conclusion is incorrect; using the test case [0, 1, 4, 5] only confirms that the program works for lists in increasing order.
",C
"Huffman coding assigns unique variable-length codes to input values based on the frequency of occurrence of each value. Frequently occurring values are assigned codes that contain fewer bits than values that occur less frequently, which are assigned codes that contain more bits. Which of the following best describes an appropriate use of Huffman coding?
a. Decryption
b. Efficient sorting
c. Lossless compression
d. Lossy compression
",C
"The code segment below uses the procedure IsFound (list, item), which returns true if item appears in list and returns false otherwise. The list resultList is initially empty.
  FOR EACH item IN inputList1{
 IF (isFound (inputList2, item) )
 APPEND (resultList, item)
 }
 Which of the following best describes the contents of resultList after the code segment is executed?
a. All elements in inputListl followed by all elements in inputList2
b. Only elements that appear in both inputListl and inputList2
c. Only elements that appear in either inputListl or inputList2 but not in both lists
d. Only elements that appear in inputListl but not in inputList2
",B
"In the program below, y is a positive integer (e.g. l, 2, 3, ...).
 result ← 0
 REPEAT 3 TIMES {
 REPEAT y TIMES {
 result ← result + 1
 }
 }
a. y+3
b. 3y
c. y^3
d. 3^y
",B
"Monopoly deadweight loss is the result of
a. setting the price above marginal cost.
b. setting the price above average total cost.
c. monopoly output being greater than the competitive output.
d. long-run normal profits.
",A
